TITLE = "Cavity Field Data"
variables="x(m)""y(m)""p(N/m^2)""u(m/s)""v(m/s)""p-exact""u-exact""v-exact""DE-p""DE-u""DE-v"
zone T="n=1"
I= 65 J= 65
DATAPACKING=POINT
0.000000e+00 0.000000e+00 8.013338e-01 5.000000e-01 7.166667e-01 7.500000e-01 5.000000e-01 7.166667e-01 5.133384e-02 0.000000e+00 0.000000e+00
7.812500e-04 0.000000e+00 8.013338e-01 5.024543e-01 7.166326e-01 7.498494e-01 5.024543e-01 7.166326e-01 5.148444e-02 0.000000e+00 0.000000e+00
1.562500e-03 0.000000e+00 8.013338e-01 5.049079e-01 7.165305e-01 7.493977e-01 5.049079e-01 7.165305e-01 5.193612e-02 0.000000e+00 0.000000e+00
2.343750e-03 0.000000e+00 8.013338e-01 5.073602e-01 7.163604e-01 7.486452e-01 5.073602e-01 7.163604e-01 5.268862e-02 0.000000e+00 0.000000e+00
3.125000e-03 0.000000e+00 8.013338e-01 5.098105e-01 7.161222e-01 7.475924e-01 5.098105e-01 7.161222e-01 5.374148e-02 0.000000e+00 0.000000e+00
3.906250e-03 0.000000e+00 8.013338e-01 5.122582e-01 7.158163e-01 7.462398e-01 5.122582e-01 7.158163e-01 5.509408e-02 0.000000e+00 0.000000e+00
4.687500e-03 0.000000e+00 8.013338e-01 5.147026e-01 7.154425e-01 7.445883e-01 5.147026e-01 7.154425e-01 5.674559e-02 0.000000e+00 0.000000e+00
5.468750e-03 0.000000e+00 8.013338e-01 5.171430e-01 7.150012e-01 7.426388e-01 5.171430e-01 7.150012e-01 5.869502e-02 0.000000e+00 0.000000e+00
6.250000e-03 0.000000e+00 8.013338e-01 5.195789e-01 7.144925e-01 7.403926e-01 5.195789e-01 7.144925e-01 6.094120e-02 0.000000e+00 0.000000e+00
7.031250e-03 0.000000e+00 8.013338e-01 5.220096e-01 7.139166e-01 7.378511e-01 5.220096e-01 7.139166e-01 6.348278e-02 0.000000e+00 0.000000e+00
7.812500e-03 0.000000e+00 8.013338e-01 5.244343e-01 7.132737e-01 7.350156e-01 5.244343e-01 7.132737e-01 6.631822e-02 0.000000e+00 0.000000e+00
8.593750e-03 0.000000e+00 8.013338e-01 5.268525e-01 7.125641e-01 7.318880e-01 5.268525e-01 7.125641e-01 6.944581e-02 0.000000e+00 0.000000e+00
9.375000e-03 0.000000e+00 8.013338e-01 5.292635e-01 7.117881e-01 7.284702e-01 5.292635e-01 7.117881e-01 7.286368e-02 0.000000e+00 0.000000e+00
1.015625e-02 0.000000e+00 8.013338e-01 5.316667e-01 7.109460e-01 7.247641e-01 5.316667e-01 7.109460e-01 7.656975e-02 0.000000e+00 0.000000e+00
1.093750e-02 0.000000e+00 8.013338e-01 5.340614e-01 7.100382e-01 7.207720e-01 5.340614e-01 7.100382e-01 8.056181e-02 0.000000e+00 0.000000e+00
1.171875e-02 0.000000e+00 8.013338e-01 5.364470e-01 7.090650e-01 7.164964e-01 5.364470e-01 7.090650e-01 8.483745e-02 0.000000e+00 0.000000e+00
1.250000e-02 0.000000e+00 8.013338e-01 5.388229e-01 7.080268e-01 7.119398e-01 5.388229e-01 7.080268e-01 8.939408e-02 0.000000e+00 0.000000e+00
1.328125e-02 0.000000e+00 8.013338e-01 5.411883e-01 7.069240e-01 7.071049e-01 5.411883e-01 7.069240e-01 9.422897e-02 0.000000e+00 0.000000e+00
1.406250e-02 0.000000e+00 8.013338e-01 5.435427e-01 7.057571e-01 7.019946e-01 5.435427e-01 7.057571e-01 9.933920e-02 0.000000e+00 0.000000e+00
1.484375e-02 0.000000e+00 8.013338e-01 5.458855e-01 7.045266e-01 6.966122e-01 5.458855e-01 7.045266e-01 1.047217e-01 0.000000e+00 0.000000e+00
1.562500e-02 0.000000e+00 8.013338e-01 5.482159e-01 7.032330e-01 6.909606e-01 5.482159e-01 7.032330e-01 1.103732e-01 0.000000e+00 0.000000e+00
1.640625e-02 0.000000e+00 8.013338e-01 5.505335e-01 7.018768e-01 6.850435e-01 5.505335e-01 7.018768e-01 1.162903e-01 0.000000e+00 0.000000e+00
1.718750e-02 0.000000e+00 8.013338e-01 5.528375e-01 7.004585e-01 6.788643e-01 5.528375e-01 7.004585e-01 1.224695e-01 0.000000e+00 0.000000e+00
1.796875e-02 0.000000e+00 8.013338e-01 5.551274e-01 6.989787e-01 6.724268e-01 5.551274e-01 6.989787e-01 1.289071e-01 0.000000e+00 0.000000e+00
1.875000e-02 0.000000e+00 8.013338e-01 5.574025e-01 6.974381e-01 6.657348e-01 5.574025e-01 6.974381e-01 1.355990e-01 0.000000e+00 0.000000e+00
1.953125e-02 0.000000e+00 8.013338e-01 5.596623e-01 6.958373e-01 6.587924e-01 5.596623e-01 6.958373e-01 1.425414e-01 0.000000e+00 0.000000e+00
2.031250e-02 0.000000e+00 8.013338e-01 5.619061e-01 6.941769e-01 6.516038e-01 5.619061e-01 6.941769e-01 1.497301e-01 0.000000e+00 0.000000e+00
2.109375e-02 0.000000e+00 8.013338e-01 5.641333e-01 6.924576e-01 6.441732e-01 5.641333e-01 6.924576e-01 1.571606e-01 0.000000e+00 0.000000e+00
2.187500e-02 0.000000e+00 8.013338e-01 5.663433e-01 6.906800e-01 6.365052e-01 5.663433e-01 6.906800e-01 1.648286e-01 0.000000e+00 0.000000e+00
2.265625e-02 0.000000e+00 8.013338e-01 5.685356e-01 6.888451e-01 6.286044e-01 5.685356e-01 6.888451e-01 1.727294e-01 0.000000e+00 0.000000e+00
2.343750e-02 0.000000e+00 8.013338e-01 5.707095e-01 6.869533e-01 6.204756e-01 5.707095e-01 6.869533e-01 1.808583e-01 0.000000e+00 0.000000e+00
2.421875e-02 0.000000e+00 8.013338e-01 5.728645e-01 6.850057e-01 6.121235e-01 5.728645e-01 6.850057e-01 1.892103e-01 0.000000e+00 0.000000e+00
2.500000e-02 0.000000e+00 8.013338e-01 5.750000e-01 6.830029e-01 6.035534e-01 5.750000e-01 6.830029e-01 1.977805e-01 0.000000e+00 0.000000e+00
2.578125e-02 0.000000e+00 8.013338e-01 5.771154e-01 6.809457e-01 5.947703e-01 5.771154e-01 6.809457e-01 2.065636e-01 0.000000e+00 0.000000e+00
2.656250e-02 0.000000e+00 8.013338e-01 5.792102e-01 6.788351e-01 5.857795e-01 5.792102e-01 6.788351e-01 2.155544e-01 0.000000e+00 0.000000e+00
2.734375e-02 0.000000e+00 8.013338e-01 5.812837e-01 6.766718e-01 5.765864e-01 5.812837e-01 6.766718e-01 2.247474e-01 0.000000e+00 0.000000e+00
2.812500e-02 0.000000e+00 8.013338e-01 5.833355e-01 6.744568e-01 5.671966e-01 5.833355e-01 6.744568e-01 2.341372e-01 0.000000e+00 0.000000e+00
2.890625e-02 0.000000e+00 8.013338e-01 5.853650e-01 6.721909e-01 5.576158e-01 5.853650e-01 6.721909e-01 2.437180e-01 0.000000e+00 0.000000e+00
2.968750e-02 0.000000e+00 8.013338e-01 5.873717e-01 6.698751e-01 5.478497e-01 5.873717e-01 6.698751e-01 2.534842e-01 0.000000e+00 0.000000e+00
3.046875e-02 0.000000e+00 8.013338e-01 5.893549e-01 6.675103e-01 5.379041e-01 5.893549e-01 6.675103e-01 2.634297e-01 0.000000e+00 0.000000e+00
3.125000e-02 0.000000e+00 8.013338e-01 5.913142e-01 6.650976e-01 5.277851e-01 5.913142e-01 6.650976e-01 2.735487e-01 0.000000e+00 0.000000e+00
3.203125e-02 0.000000e+00 8.013338e-01 5.932491e-01 6.626378e-01 5.174988e-01 5.932491e-01 6.626378e-01 2.838350e-01 0.000000e+00 0.000000e+00
3.281250e-02 0.000000e+00 8.013338e-01 5.951590e-01 6.601320e-01 5.070514e-01 5.951590e-01 6.601320e-01 2.942825e-01 0.000000e+00 0.000000e+00
3.359375e-02 0.000000e+00 8.013338e-01 5.970434e-01 6.575812e-01 4.964491e-01 5.970434e-01 6.575812e-01 3.048847e-01 0.000000e+00 0.000000e+00
3.437500e-02 0.000000e+00 8.013338e-01 5.989019e-01 6.549864e-01 4.856984e-01 5.989019e-01 6.549864e-01 3.156355e-01 0.000000e+00 0.000000e+00
3.515625e-02 0.000000e+00 8.013338e-01 6.007338e-01 6.523488e-01 4.748057e-01 6.007338e-01 6.523488e-01 3.265282e-01 0.000000e+00 0.000000e+00
3.593750e-02 0.000000e+00 8.013338e-01 6.025388e-01 6.496693e-01 4.637775e-01 6.025388e-01 6.496693e-01 3.375563e-01 0.000000e+00 0.000000e+00
3.671875e-02 0.000000e+00 8.013338e-01 6.043164e-01 6.469492e-01 4.526207e-01 6.043164e-01 6.469492e-01 3.487132e-01 0.000000e+00 0.000000e+00
3.750000e-02 0.000000e+00 8.013338e-01 6.060660e-01 6.441894e-01 4.413417e-01 6.060660e-01 6.441894e-01 3.599921e-01 0.000000e+00 0.000000e+00
3.828125e-02 0.000000e+00 8.013338e-01 6.077872e-01 6.413911e-01 4.299475e-01 6.077872e-01 6.413911e-01 3.713863e-01 0.000000e+00 0.000000e+00
3.906250e-02 0.000000e+00 8.013338e-01 6.094796e-01 6.385556e-01 4.184449e-01 6.094796e-01 6.385556e-01 3.828889e-01 0.000000e+00 0.000000e+00
3.984375e-02 0.000000e+00 8.013338e-01 6.111427e-01 6.356838e-01 4.068409e-01 6.111427e-01 6.356838e-01 3.944930e-01 0.000000e+00 0.000000e+00
4.062500e-02 0.000000e+00 8.013338e-01 6.127760e-01 6.327770e-01 3.951423e-01 6.127760e-01 6.327770e-01 4.061915e-01 0.000000e+00 0.000000e+00
4.140625e-02 0.000000e+00 8.013338e-01 6.143791e-01 6.298364e-01 3.833564e-01 6.143791e-01 6.298364e-01 4.179775e-01 0.000000e+00 0.000000e+00
4.218750e-02 0.000000e+00 8.013338e-01 6.159516e-01 6.268632e-01 3.714901e-01 6.159516e-01 6.268632e-01 4.298438e-01 0.000000e+00 0.000000e+00
4.296875e-02 0.000000e+00 8.013338e-01 6.174930e-01 6.238586e-01 3.595506e-01 6.174930e-01 6.238586e-01 4.417832e-01 0.000000e+00 0.000000e+00
4.375000e-02 0.000000e+00 8.013338e-01 6.190030e-01 6.208238e-01 3.475452e-01 6.190030e-01 6.208238e-01 4.537887e-01 0.000000e+00 0.000000e+00
4.453125e-02 0.000000e+00 8.013338e-01 6.204811e-01 6.177601e-01 3.354809e-01 6.204811e-01 6.177601e-01 4.658529e-01 0.000000e+00 0.000000e+00
4.531250e-02 0.000000e+00 8.013338e-01 6.219270e-01 6.146687e-01 3.233652e-01 6.219270e-01 6.146687e-01 4.779686e-01 0.000000e+00 0.000000e+00
4.609375e-02 0.000000e+00 8.013338e-01 6.233402e-01 6.115509e-01 3.112053e-01 6.233402e-01 6.115509e-01 4.901285e-01 0.000000e+00 0.000000e+00
4.687500e-02 0.000000e+00 8.013338e-01 6.247204e-01 6.084080e-01 2.990086e-01 6.247204e-01 6.084080e-01 5.023253e-01 0.000000e+00 0.000000e+00
4.765625e-02 0.000000e+00 8.013338e-01 6.260673e-01 6.052411e-01 2.867823e-01 6.260673e-01 6.052411e-01 5.145516e-01 0.000000e+00 0.000000e+00
4.843750e-02 0.000000e+00 8.013338e-01 6.273803e-01 6.020518e-01 2.745338e-01 6.273803e-01 6.020518e-01 5.268000e-01 0.000000e+00 0.000000e+00
4.921875e-02 0.000000e+00 8.013338e-01 6.286593e-01 5.988411e-01 2.622706e-01 6.286593e-01 5.988411e-01 5.390632e-01 0.000000e+00 0.000000e+00
